

Results from query to  NASA/IPAC Extragalactic Database (NED),
which is operated by the Jet Propulsion Laboratory, California Institute of
Technology, under contract with the National Aeronautics and Space Administration.
This work was (partially) supported by the US National Virtual Observatory
development project, which is funded by the National Science Foundation
under cooperative agreement AST0122449 with The Johns Hopkins University.



queryDateTime:2015-08-18T07:55:14PDT



Main Information Table for All Sky, chosen by params



Equinox:J2000.0



CoordSystem:Equatorial

No.|Object Name|RA(deg)|DEC(deg)|Type|Velocity|Redshift|Redshift Flag|Magnitude and Filter|Distance (arcmin)|References|Notes|Photometry Points|Positions|Redshift Points|Diameter Points|Associations
10097|2MFGC 04818| 89.57296 | -69.70361 |G|  4134| 0.013790 |    |12.7K|  0.000|2|0|9|0|1|2|0
10098|6dF J0558195-194106| 89.58117 | -19.68494 |G|  3026| 0.010094 |    |18.8b|  0.000|0|0|0|0|1|0|1
10099|MCG +13-05-007| 89.59493 |  79.79784 |G|  5329| 0.017776 |    |16   |  0.000|5|0|13|1|0|4|0
10100|UGC 03379| 89.60575 |  68.46103 |G|  4114| 0.013723 |    |13.68|  0.000|29|0|28|5|3|7|0
10101|LDCE 0421| 89.66125 |  27.90222 |GTrpl|  5198| 0.017339 |    |     |  0.000|1|0|0|0|1|0|0
10102|2MASX J05584357-8059261| 89.68179 | -80.99061 |G|  5765| 0.019230 |    |16.9b|  0.000|0|0|13|0|1|2|0
10103|2MASX J05584858+7949377| 89.70217 |  79.82725 |G|  5395| 0.017996 |    |11.4K|  0.000|1|0|13|0|1|2|0
10104|ESO 016-IG 014| 89.70500 | -79.57239 |G|  4772| 0.015918 |    |15.98|  0.000|3|1|10|2|1|11|0
10105|ESO 488- G 051| 89.71800 | -23.33958 |G|  5831| 0.019449 |    |14.21|  0.000|18|2|21|2|3|18|0
10106|UGC 03373| 89.78183 |  78.50967 |G|  4758| 0.015871 |    |13.81|  0.000|31|0|29|4|5|8|0
10107|UGC 03383| 89.85279 |  54.41914 |G|  5307| 0.017702 |    |16.0 |  0.000|14|0|16|6|1|3|0
10108|HDCE 0381| 89.91125 | -69.61250 |GGroup|  4435| 0.014794 |    |     |  0.000|1|0|0|0|1|0|0
10109|2MASX J05594671-1347520| 89.94467 | -13.79775 |G|  4958| 0.016538 |    |11.3K|  0.000|1|0|9|0|1|2|0
10110|UGC 03382| 89.94888 |  62.15800 |G|  4496| 0.014997 |    |14.60|  0.000|27|2|23|2|4|7|0
10111|HIPASS J0559+15| 89.97083 |  15.60000 |G|  5455| 0.018196 |    |     |  0.000|2|0|0|0|1|0|0
10112|2MASX J06003016+0435491| 90.12562 |   4.59700 |G|  5271| 0.017582 |    |     |  0.000|4|0|9|0|1|2|0
10113|HIPASS J0600-78| 90.14333 | -78.26386 |G|  5044| 0.016825 |    |     |  0.000|1|0|0|0|0|0|0
10114|WEIN 163| 90.36108 |  26.05772 |G|  5919| 0.019744 |    |     |  0.000|6|1|10|0|0|2|0
10115|CGCG 308-006| 90.38508 |  64.61855 |G|  4158| 0.013870 |    |15.6 |  0.000|5|0|14|2|1|4|0
10116|2MFGC 04862| 90.46358 |  38.23328 |G|  5977| 0.019937 |    |10.5K|  0.000|3|0|9|0|1|2|0
10117|2MFGC 04867| 90.59892 |  -3.05600 |G|  5988| 0.019974 |    |11.5K|  0.000|3|0|9|0|1|2|0
10118|2MASX J06022625-7502348| 90.60938 | -75.04297 |G|  5240| 0.017479 |    |16.3b|  0.000|0|0|13|0|1|2|0
10119|UGC 03386| 90.65812 |  65.37119 |G|  4607| 0.015367 |    |14.36|  0.000|25|0|26|7|1|7|0
10120|CGCG 232-005| 90.79572 |  49.93945 |G|  5662| 0.018886 |    |15.5 |  0.000|5|0|10|4|1|2|0
10121|UGC 03393| 90.79729 |   7.82706 |G|  5263| 0.017555 |    |14.5 |  0.000|30|2|20|2|8|5|0
10122|2MASX J06031313+1127085| 90.80479 |  11.45239 |G|  5464| 0.018226 |    |11.3K|  0.000|1|0|9|0|1|2|0
10123|ESO 307- G 015| 90.88067 | -41.28661 |G|  4735| 0.015794 |    |15   |  0.000|9|0|15|1|2|16|0
10124|2MASX J06033565+0747075| 90.89854 |   7.78539 |G|  5399| 0.018009 |    |10.2K|  0.000|2|0|9|0|1|2|0
10125|NGC 2187A| 90.93438 | -69.58831 |G|  3964| 0.013222 |    |13.05|  0.000|13|1|16|1|1|14|0
10126|2MASX J06034836+2735172| 90.95158 |  27.58811 |G|  5142| 0.017152 |    |     |  0.000|6|0|14|1|2|2|0
10127|NGC 2187| 90.95208 | -69.58333 |GPair|  3992| 0.013316 |    |13.12|  0.000|15|1|6|3|0|1|0
10128|NGC 2187B| 90.96842 | -69.57744 |G|  4519| 0.015074 |    |13.28|  0.000|7|1|15|1|0|13|0
10129|UGC 03395| 90.99092 |   8.65403 |G|  5380| 0.017947 |    |16.5 |  0.000|16|0|11|1|2|5|1
10130|2MASX J06040468-4005330| 91.01832 | -40.09087 |G|  4917| 0.016401 |    |14   |  0.000|6|0|9|1|2|2|0
10131|HDCE 0386| 91.02875 |  80.14444 |GGroup|  4241| 0.014146 |    |     |  0.000|1|0|0|0|1|0|0
10132|HIPASS J0604-02| 91.06667 |  -2.18333 |G|  3923| 0.013087 |    |     |  0.000|2|0|1|0|1|0|0
10133|2MASX J06042304+7950529| 91.09629 |  79.84803 |G|  4383| 0.014620 |    |11.3K|  0.000|1|0|13|0|1|2|0
10134|IRAS  06016+0821| 91.10625 |   8.34444 |G|  3434| 0.011455 |    |     |  0.000|7|0|7|1|2|0|0
10135|NGC 2128| 91.14262 |  57.62775 |G|  3019| 0.010070 |    |13.60|  0.000|28|0|27|4|4|6|0
10136|NGC 2199| 91.18729 | -73.39983 |G|  4499| 0.015007 |    |13.73|  0.000|24|1|25|2|6|16|0
10137|2MASS J06044624-6816337| 91.19270 | -68.27615 |VisS|  5996| 0.020000 |PHOT|14.1V|  0.000|1|0|0|0|1|0|0
10138|UGC 03385| 91.22404 |  80.14383 |G|  3986| 0.013296 |    |14.89|  0.000|11|0|15|2|1|5|0
10139|UGC 03388| 91.26508 |  75.36756 |G|  5085| 0.016962 |    |16.0 |  0.000|7|0|11|1|1|5|0
10140|HIPASS J0605-14| 91.27917 | -14.10167 |G|  3064| 0.010222 |    |     |  0.000|5|3|2|0|2|0|0
10141|2MFGC 04907| 91.36058 |  19.45822 |G|  5776| 0.019267 |    |11.8K|  0.000|2|0|11|0|1|2|0
10142|HIPASS J0605+19| 91.36083 |  19.49222 |G|  5763| 0.019224 |    |     |  0.000|2|0|0|0|1|0|0
10143|2MASX J06055053-8210590| 91.46067 | -82.18297 |G|  3845| 0.012826 |    |     |  0.000|1|0|9|0|0|2|0
10144|2MASX J06060140-6903139| 91.50588 | -69.05386 |G|  4272| 0.014250 |    |16.6b|  0.000|0|0|9|0|1|2|0
10145|CGCG 362-014| 91.51680 |  82.71914 |G|  5606| 0.018700 |    |15.5 |  0.000|7|0|16|5|1|3|1
10146|UGC 03378| 91.58599 |  83.83861 |G|  5521| 0.018416 |    |14.6 |  0.000|14|1|14|3|1|4|0
10147|ESO 254- G 014| 91.59771 | -42.63808 |G|  4730| 0.015778 |    |16.33|  0.000|4|0|10|1|1|12|0
10148|ESO 307- G 017| 91.61375 | -39.86453 |G|  4902| 0.016351 |    |15.28|  0.000|18|2|25|3|2|16|0
10149|ESO 489- G 002| 91.62558 | -24.68592 |G|  5787| 0.019303 |    |14.4b|  0.000|9|0|26|3|2|16|0
10150|2MASX J06063132-3438271| 91.63058 | -34.64094 |G|  4777| 0.015934 |    |13.4I|  0.000|5|0|13|1|1|2|0
10151|2MASX J06063299+7456496| 91.63750 |  74.94717 |G|  5189| 0.017309 |    |11.0K|  0.000|3|0|17|0|0|2|0
10152|2MASX J06070178-6921180| 91.75717 | -69.35494 |G|  4404| 0.014690 |    |15.4b|  0.000|3|0|9|0|2|2|0
10153|2MASX J06070237+2152194| 91.75992 |  21.87211 |G|  5829| 0.019443 |    |     |  0.000|6|0|15|0|2|2|0
10154|CGCG 308-008| 91.78687 |  64.67333 |G|  4212| 0.014050 |    |15.3 |  0.000|7|0|10|2|1|4|0
10155|ADBS J060719+1936| 91.82917 |  19.60300 |G|  4545| 0.015160 |    |     |  0.000|3|0|0|0|0|0|1
10156|ADBS J060733+0932| 91.88917 |   9.53600 |G|  5676| 0.018933 |    |     |  0.000|3|0|0|0|0|0|0
10157|2MASX J06075260-1639440| 91.96917 | -16.66222 |G|  5887| 0.019637 |    |16.0b|  0.000|0|0|13|0|1|2|0
10158|2MASX J06075491-5908056| 91.97871 | -59.13489 |G|  4697| 0.015668 |    |16.5b|  0.000|0|0|13|0|1|2|0
10159|VII Zw 060| 92.05167 |  67.54472 |GPair|  5396| 0.018000 |    |     |  0.000|7|1|4|2|0|0|0
10160|NGC 2191| 92.09946 | -52.51231 |G|  4512| 0.015050 |    |12.33|  0.000|21|1|30|1|5|16|0
10161|HIZOA J0608+13| 92.12500 |  13.09278 |G|  5645| 0.018830 |    |     |  0.000|3|0|1|0|1|0|0
10162|CGCG 308-009| 92.12663 |  64.72369 |G|  4280| 0.014277 |    |14.7 |  0.000|32|0|16|2|1|4|0
10163|ESO 489- G 008| 92.22125 | -25.14442 |G|  5909| 0.019710 |    |14.62|  0.000|14|1|24|3|2|17|0
10164|ESO 489- G 009| 92.23042 | -24.74111 |G|  5831| 0.019450 |    |15.21|  0.000|4|0|19|2|1|13|0
10165|ESO 425- G 011| 92.23587 | -29.15744 |G|  3202| 0.010681 |    |15.58|  0.000|11|0|16|2|1|14|0
10166|ESO 425- G 010| 92.23875 | -27.80333 |G|  3030| 0.010108 |    |13.70|  0.000|14|2|21|4|2|15|1
10167|2MFGC 04957| 92.25513 | -52.20092 |G|  4560| 0.015211 |    |13.3K|  0.000|1|0|13|0|1|2|0
10168|UGC 03407| 92.28375 |  42.08519 |G|  3604| 0.012022 |    |13.7 |  0.000|29|0|25|4|4|7|0
10169|UGC 03396| 92.49092 |  79.92600 |G|  4408| 0.014704 |    |15.1 |  0.000|13|1|15|2|1|4|0
10170|2MASX J06102198-7252557| 92.59133 | -72.88214 |G|  5417| 0.018069 |    |16.8b|  0.000|0|0|13|0|1|2|0
10171|UGC 03397| 92.64375 |  79.86692 |G|  3937| 0.013132 |    |15.39|  0.000|11|1|19|3|0|7|0
10172|UGC 03406| 92.68329 |  67.25247 |G|  5204| 0.017359 |    |17.  |  0.000|10|0|9|2|0|3|0
10173|KUG 0607+356| 92.70717 |  35.64503 |G|  5732| 0.019120 |    |15.5 |  0.000|13|1|19|4|5|4|0
10174|SCG 0609-4458| 92.73333 | -44.98417 |GGroup|  4647| 0.015501 |    |14.5B|  0.000|3|0|1|0|1|0|0
10175|2MASX J06110338-1257284| 92.76408 | -12.95781 |G|  5257| 0.017535 |    |16.5R|  0.000|3|0|9|0|1|2|0
10176|UGCl 076 NED01| 92.87172 |  79.35785 |GClstr|  4400| 0.014677 |    |     |  0.000|2|0|0|0|0|0|0
10177|2MASX J06113048-1629085| 92.87708 | -16.48572 |G|  5673| 0.018923 |    |13.7I|  0.000|5|0|9|0|1|2|0
10178|GALEXASC J061153.74-483410.9  | 92.97371 | -48.56967 |G|  4605| 0.015361 |    |16.5b|  0.000|0|0|4|0|1|0|0
10179|2MASX J06120070-8522331| 93.00408 | -85.37583 |G|  5725| 0.019097 |    |10.8K|  0.000|1|0|9|0|1|2|0
10180|UGC 03400| 93.02160 |  80.59427 |G|  5198| 0.017339 |    |16.5 |  0.000|6|0|2|2|1|3|0
10181|UGC 03414| 93.06858 |  64.26878 |G|  4495| 0.014994 |    |14.20|  0.000|29|3|25|6|3|7|0
10182|2MASX J06122509+1300445| 93.10462 |  13.01236 |G|  5637| 0.018803 |    |11.1K|  0.000|1|0|9|0|0|2|1
10183|HIPASS J0612-71| 93.12667 | -71.95500 |G|  5546| 0.018498 |    |     |  0.000|3|0|1|0|1|0|0
10184|2MASX J06123179+0641483| 93.13246 |   6.69675 |G|  3781| 0.012612 |    |9.81K|  0.000|12|0|18|1|6|2|0
10185|ESO 254-IG 037| 93.14292 | -45.07583 |GPair|  4467| 0.014900 |    |14.70|  0.000|4|1|1|3|0|1|0
10186|ESO 005- G 003| 93.14737 | -84.58269 |G|  4784| 0.015958 |    |15.40|  0.000|7|1|19|2|1|14|0
10187|2MASX J06124185+3842017| 93.17442 |  38.70050 |G|  5731| 0.019117 |    |10.8K|  0.000|1|0|9|0|1|2|1
10188|HDCE 0389| 93.18750 |  64.54000 |GGroup|  4249| 0.014173 |    |     |  0.000|1|0|0|0|1|0|0
10189|2MASX J06125219+1301305| 93.21746 |  13.02519 |G|  5651| 0.018850 |    |11.0K|  0.000|1|0|9|0|0|2|0
10190|6dF J0612557-350020| 93.23267 | -35.00544 |G|  4803| 0.016021 |    |16.3R|  0.000|2|0|0|0|1|0|0
10191|2MASX J06125630-4337135| 93.23458 | -43.62050 |G|  4589| 0.015307 |    |14.52|  0.000|4|0|13|0|1|2|0
10192|ESO 205- G 033| 93.25087 | -52.46136 |G|  4498| 0.015004 |    |15.20|  0.000|3|0|19|2|1|13|0
10193|CGCG 308-012| 93.27196 |  64.56131 |G|  3976| 0.013263 |    |14.9 |  0.000|8|0|17|2|1|4|0
10194|2MASX J06130790-1809067| 93.28292 | -18.15192 |G|  5624| 0.018760 |    |16.4R|  0.000|2|0|9|0|1|2|0
10195|2MASX J06131006+5026285| 93.29180 |  50.44124 |G|  5724| 0.019093 |    |16.41|  0.000|5|0|9|1|1|2|0
10196|CGCG 233-002| 93.29529 |  46.49633 |G|  5985| 0.019964 |    |15.1 |  0.000|6|0|11|3|1|2|0
10197|UGC 03415| 93.29700 |  70.26294 |G|  3903| 0.013019 |    |16.5 |  0.000|14|0|8|3|3|3|0
10198|LDCE 0434| 93.31958 |  12.52722 |GGroup|  5510| 0.018379 |    |     |  0.000|1|0|0|0|1|0|0
10199|NGC 2200| 93.32325 | -43.66317 |G|  4888| 0.016305 |    |14.84|  0.000|13|2|23|2|1|17|0
10200|NGC 2201| 93.38171 | -43.70472 |G|  4661| 0.015547 |    |14.21|  0.000|12|2|16|2|1|18|0
10201|ESO 160- G 019| 93.39708 | -53.23383 |G|  4514| 0.015056 |    |14.99|  0.000|7|2|24|2|2|16|0
10202|UGC 03416| 93.41654 |  69.72925 |G|  4002| 0.013349 |    |14.7 |  0.000|47|2|28|3|5|7|0
10203|RR 130| 93.43583 | -43.67333 |GPair|  4674| 0.015591 |    |     |  0.000|3|0|1|0|1|0|0
10204|UGC 03401| 93.44967 |  81.07436 |G|  4210| 0.014043 |    |15.56|  0.000|17|1|20|3|0|8|0
10205|UGC 03405| 93.49000 |  80.47633 |G|  3738| 0.012467 |    |15.32|  0.000|45|3|29|2|5|6|0
10206|UGC 03404| 93.50892 |  80.00381 |G|  4267| 0.014233 |    |15.3 |  0.000|14|2|18|2|1|4|3
10207|CGCG 308-013| 93.51015 |  64.70925 |G|  4298| 0.014337 |    |14.8 |  0.000|8|0|14|3|1|3|0
10208|UGC 03419| 93.58408 |  66.30414 |G|  3926| 0.013096 |    |16.0 |  0.000|7|0|17|3|1|5|0
10209|UZC-CG 045| 93.60000 |  79.99944 |GTrpl|  4339| 0.014473 |    |     |  0.000|1|0|0|0|0|0|2
10210|UGC 03410| 93.62346 |  80.44989 |G|  3921| 0.013079 |    |14.99|  0.000|60|3|38|4|5|6|1
10211|GALEXASC J061430.10-433601.4  | 93.62542 | -43.60028 |G|  4904| 0.016358 |    |15.8R|  0.000|3|0|4|0|1|0|0
10212|[ZBS97] A41| 93.63855 |  23.06445 |G|  5902| 0.019687 |    |     |  0.000|1|0|0|0|0|0|0
10213|ESO 489- G 019| 93.63933 | -26.06536 |G|  5824| 0.019427 |    |14.93|  0.000|2|0|15|1|1|14|0
10214|ESO 489- G 020| 93.64654 | -25.79758 |G|  5785| 0.019297 |    |14.14|  0.000|9|1|16|1|1|16|1
10215|ESO 307- G 026| 93.68258 | -39.06003 |G|  5282| 0.017619 |    |16.13|  0.000|6|0|21|3|1|14|0
10216|UGC 03425| 93.69783 |  66.56750 |G|  4057| 0.013533 |    |15.00|  0.000|28|1|24|4|3|7|0
10217|HIZOA J0614+12| 93.75000 |  12.51833 |G|  5553| 0.018523 |    |     |  0.000|1|0|1|0|0|0|0
10218|MCG -04-15-017| 93.76117 | -25.81714 |G|  5981| 0.019949 |    |15.5 |  0.000|8|0|15|1|2|3|0
10219|PGC 018704| 93.76208 |  27.80778 |G|  5771| 0.019250 |    |     |  0.000|3|0|0|0|1|0|0
10220|ESO 556- G 005| 93.78000 | -19.41842 |G|  5643| 0.018823 |    |14.53|  0.000|25|3|23|1|4|18|0
10221|UGC 03422| 93.78392 |  71.13669 |G|  4061| 0.013546 |    |14.1 |  0.000|36|2|23|5|3|7|1
10222|2MASX J06150908-2650335| 93.78779 | -26.84267 |G|  5837| 0.019470 |    |16.3b|  0.000|0|0|13|0|1|2|0
10223|ESO 556- G 006| 93.79538 | -19.44431 |G|  5480| 0.018279 |    |14.5 |  0.000|7|2|16|1|1|15|0
10224|2MASX J06151816+1229034| 93.82579 |  12.48433 |G|  5459| 0.018209 |    |10.8K|  0.000|1|0|10|0|0|2|0
10225|2MFGC 05050| 93.85950 |  11.32800 |G|  5549| 0.018509 |    |11.1K|  0.000|4|0|9|0|0|2|0
10226|UGC 03426| 93.90152 |  71.03753 |G|  4050| 0.013509 |    |14.03|  0.000|581|18|172|8|12|7|0
10227|UGC 03412| 93.91362 |  79.70894 |G|  4003| 0.013353 |    |16.0 |  0.000|19|1|21|1|2|7|0
10228|LDCE 0437| 93.91875 |  64.67222 |GGroup|  4313| 0.014387 |    |     |  0.000|1|0|0|0|1|0|0
10229|UGC 03428| 93.92500 |  67.70817 |G|  3886| 0.012962 |    |16.5 |  0.000|12|1|12|2|3|5|0
10230|CGCG 233-003| 93.92700 |  49.77911 |G|  5784| 0.019293 |    |15.0 |  0.000|11|0|15|5|2|3|0
10231|ADBS J061543+1110| 93.93742 |  11.17392 |G|  5455| 0.018196 |    |     |  0.000|4|0|2|0|0|0|0
10232|CGCG 308-015| 93.95479 |  66.83922 |G|  4077| 0.013599 |    |15.20|  0.000|20|0|18|4|4|6|0
10233|UGC 03430| 93.95600 |  64.43067 |G|  4059| 0.013539 |    |15.1 |  0.000|21|0|22|4|1|5|0
10234|UGC 03420| 94.00588 |  75.93650 |G|  5106| 0.017032 |    |14.10|  0.000|40|1|22|4|4|7|0
10235|UGC 03432| 94.05679 |  57.05150 |G|  4998| 0.016672 |    |15.28|  0.000|61|1|30|2|3|5|0
10236|CGCG 329-025| 94.06963 |  69.17375 |G|  5636| 0.018800 |    |15.3 |  0.000|7|0|15|4|1|2|0
10237|GALEXASC J061637.84-352549.6  | 94.15783 | -35.43053 |G|  4812| 0.016051 |    |15.3R|  0.000|2|0|4|0|1|0|0
10238|CGCG 308-017| 94.17529 |  66.50672 |G|  4207| 0.014033 |    |14.9 |  0.000|21|1|22|5|1|3|0
10239|ALFAZOA J0616+2019| 94.17917 |  20.31833 |G|  4441| 0.014814 |    |     |  0.000|1|0|1|0|1|0|0
10240|UGC 03413| 94.25367 |  81.13775 |G|  4211| 0.014046 |    |13.50|  0.000|28|1|29|5|4|7|0
10241|CGCG 308-018| 94.34734 |  66.53341 |G|  4818| 0.016071 |    |15.5 |  0.000|8|0|14|3|1|4|0
10242|CGCG 308-091 NED01| 94.42319 |  66.60092 |G|  4149| 0.013840 |    |15.59|  0.000|6|0|13|2|1|2|0
10243|UGC 03423| 94.42726 |  78.82178 |G|  4268| 0.014237 |    |16.5 |  0.000|18|0|10|3|3|5|0
10244|LDCE 0440| 94.57250 |  75.59972 |GTrpl|  5166| 0.017232 |    |     |  0.000|1|0|0|0|1|0|0
10245|2MASX J06181967-7307388| 94.58208 | -73.12756 |G|  4752| 0.015851 |    |16.6b|  0.000|0|0|9|0|1|2|0
10246|LDCE 0441| 94.58750 |  66.62889 |GGroup|  4178| 0.013936 |    |     |  0.000|1|0|0|0|1|0|0
10247|2MASX J06183926-5428139| 94.66371 | -54.47053 |G|  4634| 0.015457 |    |13.2I|  0.000|4|0|9|0|1|2|0
10248|CGCG 260-005| 94.71995 |  51.92281 |G|  5845| 0.019497 |    |15.3 |  0.000|6|0|14|3|1|2|0
10249|LDCE 0442| 94.72250 |  81.53417 |GGroup|  4288| 0.014303 |    |     |  0.000|1|0|0|0|1|0|0
10250|UGC 03436| 94.74988 |  63.44458 |G|  4314| 0.014390 |    |16.0 |  0.000|14|0|16|1|3|7|0
10251|IC 0440| 94.80546 |  80.06847 |G|  4344| 0.014490 |    |14.16|  0.000|25|0|23|6|6|7|0
10252|2MASX J06192105-2500024| 94.83779 | -25.00072 |G|  5979| 0.019944 |    |15.3b|  0.000|2|0|9|0|2|2|0
10253|WEIN 171| 94.85938 |  18.41950 |G|  5475| 0.018263 |    |9.91K|  0.000|15|0|14|0|2|2|0
10254|IRAS  06166+1602| 94.88535 |  16.02721 |G|  4704| 0.015691 |    |     |  0.000|2|0|4|0|0|0|1
10255|2MFGC 05093| 94.91375 |  14.21622 |G|  5377| 0.017936 |    |10.2K|  0.000|11|0|10|0|0|2|0
10256|UGC 03437| 94.92212 |  64.28414 |G|  4242| 0.014150 |    |16.5 |  0.000|9|0|14|1|1|7|0
10257|2MASX J06200320+4855077| 95.01337 |  48.91883 |G|  5881| 0.019617 |    |11.4K|  0.000|1|0|9|0|1|2|0
10258|CAP 0617+06b| 95.02023 |   6.25837 |G|  3209| 0.010704 |    |     |  0.000|1|0|0|0|1|0|0
10259|UGC 03438| 95.05683 |  66.58483 |G|  4250| 0.014176 |    |14.89|  0.000|12|0|24|3|1|9|0
10260|FGC 0559| 95.16125 |  67.49389 |G|  4284| 0.014290 |    |16.8 |  0.000|8|0|0|1|0|0|0
10261|2MASX J06204717+6642526| 95.19650 |  66.71469 |G|  4226| 0.014096 |    |11.2K|  0.000|2|0|13|0|1|2|0
10262|2MASX J06205311+5144591| 95.22137 |  51.74975 |G|  5790| 0.019313 |    |11.1K|  0.000|1|0|13|0|1|2|0
10263|ESO 087- G 005| 95.22688 | -63.11881 |G|  5066| 0.016898 |    |15.18|  0.000|3|0|19|1|1|12|0
10264|2MASX J06210911+2255353| 95.28808 |  22.92653 |G|  4590| 0.015311 |    |     |  0.000|1|0|10|0|1|2|0
10265|2MASX J06211331-1332064| 95.30550 | -13.53503 |G|  3068| 0.010234 |    |15.5R|  0.000|3|0|9|0|1|2|0
10266|GALEXASC J062119.33-353212.6  | 95.33075 | -35.53697 |G|  4957| 0.016535 |    |16.2R|  0.000|2|0|4|0|1|0|0
10267|2MASX J06212888+1105105| 95.37033 |  11.08625 |G|  5599| 0.018676 |    |     |  0.000|3|0|10|0|1|2|0
10268|UGC 03449| 95.37454 |  51.11086 |G|  5586| 0.018633 |    |15.6 |  0.000|13|0|16|1|1|6|0
10269|ESO 087- G 010| 95.37779 | -65.41478 |G|  4896| 0.016331 |    |14.42|  0.000|10|1|27|4|2|16|0
10270|2MASX J06213096-6327201| 95.37900 | -63.45558 |G|  5300| 0.017679 |    |16.5b|  0.000|0|0|9|0|1|2|0
10271|UGC 03445| 95.38658 |  59.12667 |G|  3111| 0.010377 |    |14.25|  0.000|24|4|16|3|4|7|1
10272|2MASX J06213298+5052470| 95.38738 |  50.87969 |G|  5593| 0.018656 |    |     |  0.000|6|0|18|1|1|2|0
10273|ESO 255- G 005| 95.39721 | -44.70753 |G|  4645| 0.015494 |    |14.51|  0.000|15|1|23|2|2|16|0
10274|UGC 03446| 95.41208 |  59.12583 |G|  3161| 0.010544 |    |13.86|  0.000|20|5|4|3|4|5|1
10275|2MASX J06214885+2142406| 95.45358 |  21.71131 |G|  4743| 0.015821 |    |     |  0.000|1|0|10|0|1|2|0
10276|2MFGC 05127| 95.49096 |  19.12881 |G|  5532| 0.018453 |    |15.81|  0.000|11|0|14|1|1|2|0
10277|2MASX J06220134-1353273| 95.50558 | -13.89092 |G|  3083| 0.010283 |    |14.3R|  0.000|6|0|13|0|3|2|0
10278|ESO 308- G 001| 95.51254 | -37.77367 |G|  5734| 0.019127 |    |15.95|  0.000|4|1|6|1|1|11|0
10279|HIZOA J0622+11A| 95.52083 |  11.37278 |G|  5669| 0.018910 |    |     |  0.000|1|0|1|0|0|0|0
10280|2MFGC 05130| 95.53571 |   6.51842 |G|  3598| 0.012002 |    |11.3K|  0.000|4|0|14|1|0|2|0
10281|UGC 03448| 95.61792 |  66.57856 |G|  4380| 0.014610 |    |14.70|  0.000|12|1|15|3|1|7|0
10282|NGC 2208| 95.64448 |  51.90947 |G|  5816| 0.019400 |    |13.79|  0.000|22|0|25|4|4|7|0
10283|UGC 03444| 95.74546 |  73.72333 |G|  3353| 0.011184 |    |17.  |  0.000|12|0|12|2|3|3|0
10284|ESO 087-IG 014| 95.74776 | -62.96762 |G|  5120| 0.017078 |    |15.31|  0.000|8|1|15|3|1|14|0
10285|LDCE 0450| 95.75417 |  16.30556 |GGroup|  5271| 0.017582 |    |     |  0.000|1|0|0|0|1|0|0
10286|ADBS J062302+1108| 95.75917 |  11.13817 |G|  5493| 0.018323 |    |     |  0.000|6|0|1|0|1|0|0
10287|LCSB F0018N| 95.76708 | -35.10111 |G|  4950| 0.016511 |    |     |  0.000|2|0|0|0|0|0|0
10288|CGCG 362-017| 95.78361 |  83.20987 |G|  4191| 0.013980 |    |15.6 |  0.000|5|0|16|2|1|2|0
10289|ESO 057- G 080| 95.78858 | -68.73289 |G|  4353| 0.014520 |    |14.98|  0.000|19|1|25|3|2|16|0
10290|2MASX J06231132+1443129| 95.79717 |  14.72031 |G|  5362| 0.017886 |    |10.0K|  0.000|1|0|9|0|0|2|1
10291|WEIN 179| 95.79750 |  14.71972 |G|  5362| 0.017886 |    |     |  0.000|9|0|1|0|0|0|1
10292|2MASX J06231402-3746363| 95.80829 | -37.77681 |G|  5672| 0.018920 |    |16.4b|  0.000|0|0|13|0|1|2|0
10293|CGCG 308-024| 95.85922 |  64.57449 |G|  4368| 0.014570 |    |15.5 |  0.000|9|0|14|3|1|3|0
10294|2MASX J06232773-6814595| 95.86546 | -68.24983 |G|  4397| 0.014667 |    |15.8b|  0.000|0|0|13|0|1|2|0
10295|2MASX J06235899+4046378| 95.99583 |  40.77728 |G|  5954| 0.019860 |    |     |  0.000|4|0|14|1|1|2|0
10296|IRAS  06215+1751| 96.12140 |  17.82875 |G|  5320| 0.017746 |    |     |  0.000|3|0|4|1|1|0|1
10297|2MASX J06243012+1749352| 96.12558 |  17.82642 |G|  5320| 0.017746 |    |10.6K|  0.000|5|0|10|0|0|2|1
10298|2MFGC 05158| 96.19396 |  15.96833 |G|  4147| 0.013833 |    |10.8K|  0.000|14|0|14|1|3|2|0
10299|2MFGC 05159| 96.19633 |  15.97925 |G|  4009| 0.013373 |    |10.7K|  0.000|11|0|9|0|0|2|0
10300|HDCE 0399| 96.20000 |  64.62639 |GTrpl|  4295| 0.014327 |    |     |  0.000|2|0|0|0|1|0|0
10301|MCG +11-08-042| 96.20729 |  65.73058 |G|  4298| 0.014337 |    |15   |  0.000|8|0|18|2|0|3|0
10302|CGCG 233-017| 96.22954 |  49.50889 |G|  5892| 0.019654 |    |14.9 |  0.000|21|0|19|5|6|6|0
10303|UGC 03454| 96.23152 |  72.10251 |G|  4155| 0.013860 |    |16.5 |  0.000|14|1|8|2|3|4|0
10304|UGC 03435| 96.23817 |  82.31846 |G|  4317| 0.014400 |    |14.72|  0.000|26|0|24|5|3|7|0
10305|CGCG 308-025| 96.25333 |  64.56530 |G|  4268| 0.014237 |    |14.6 |  0.000|9|0|14|3|1|3|0
